Protein	Description_From_FASTA	T11	T12	T13	T14	T21	T22	T23	T24	T31	T32	T33	T34	T41	T42	T43	T44	T51	T52	T53	T54
tr|Q2STQ3|Q2STQ3_BURTA	Acid phosphatase AcpA OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=acpA PE=4 SV=1	1.234180879	0.987220876	1.129407013	1.149478129	1.067456188	1.514692153	1.141820934	1.171822111	1.020125981	1.450244913	0.985170854	1.245593167	1.392616905	1.098099779	1.04154226	1.231034875	0.918102089	1.239392181	1.308659994	0.942063215
tr|Q2STQ9|Q2STQ9_BURTA	Flagellin OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I3196 PE=3 SV=1	0.644262666	0.527749881	0.671322297	0.391071413	0.759263212	0.825165677	1.046408185	0.830209071	1.01546671	1.049406152	1.031070531	1.32481302	0.499873243	0.516922593	0.50937795	0.5001823	0.334558452	0.347534457	0.346415557	0.353440271
tr|Q2STR3|Q2STR3_BURTA	BadF/BadG/BcrA/BcrD ATPase family superfamily OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I3192 PE=4 SV=1	1.302926754	0.881083615	1.424012982	0.470209688	1.420254758	1.963945823	1.490928575	1.05850795	1.261189845	1.915647461	0.749184875	1.352822581	1.873208936	1.271961223	1.463904958	1.551650407	1.229722532	1.28937074	1.398524219	1.303902851
tr|Q2STR6|Q2STR6_BURTA	H-NS histone family protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I3189 PE=4 SV=1	0.546006238	0.452593637	0.442067354	0.315000159	0.390239417	0.676769137	0.602792731	0.474415979	0.949291547	0.920285018	0.916153626	0.885347561	1.907206177	2.401223598	2.486632952	1.363370512	3.820756446	3.137023108	3.07648539	4.177601362
tr|Q2STS3|Q2STS3_BURTA	Chemotaxis protein CheA OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I3182 PE=4 SV=1	1.856744123	0.802484235	1.867951378	0.740160856	1.475913312	2.63041487	2.695168979	1.453631681	1.30992979	2.377120035	1.237910127	2.303783362	1.459686749	0.936675385	0.876352888	1.436668364	0.406110765	0.973493406	0.880357968	0.537965632
tr|Q2STS4|Q2STS4_BURTA	CheW-like domain protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I3181 PE=4 SV=1	0.646373592	0.938799401	0.578165993	0.530523825	1.801703039	1.237000614	1.244310311	2.051401837	1.68956642	1.004409914	1.350228993	0.895856463	0.753288783	0.875967196	0.88810542	0.620330318	0.443576884	0.754161062	0.826394035	0.570849638
tr|Q2STS5|Q2STS5_BURTA	"Methyl-accepting chemotaxis protein, putative OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I3180 PE=4 SV=1"	0.467383406	0.530078958	0.414926249	0.509973856	0.82057256	1.100054741	0.878103481	0.615834022	1.530239566	1.838864461	1.512927823	1.791235237	1.453139056	1.248628163	1.282856607	1.440581329	0.831555476	0.995226003	0.87212601	0.820228507
tr|Q2STS9|Q2STS9_BURTA	Chemotaxis protein CheY OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=cheY PE=4 SV=1	0.602121885	0.767947096	0.557975469	0.234639447	1.991132396	0.615961465	0.688133966	2.019175409	1.102147521	0.608427553	0.709813132	0.651417373	0.239873374	0.643512399	0.665465283	0.264663212	0.350372155	0.28637811	0.2238228	0.552078852
tr|Q2STT0|Q2STT0_BURTA	Protein phosphatase CheZ OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=cheZ PE=3 SV=1	0.685446962	0.890077996	0.743239985	0.765358608	1.189276219	1.179389754	1.317279439	1.15803067	0.827566279	0.635396354	0.777860928	0.659502397	0.452851509	0.376390875	0.409683072	0.426802245	0.175277711	0.209960299	0.245993798	0.261149905
tr|Q2STT2|Q2STT2_BURTA	"Lipoprotein, putative OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I3173 PE=4 SV=1"	0.30833311	0.445121452	0.282522417	0.485497333	0.539451132	0.613364223	0.885577098	0.739798535	2.789259611	2.483656964	3.21611935	1.970552527	2.338238218	2.365495255	2.24978434	1.84486529	1.455531676	1.841157034	1.988620745	1.593959684
tr|Q2STU2|Q2STU2_BURTA	Methylenetetrahydrofolate reductase OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=metF PE=3 SV=1	0.67544701	0.688988052	0.534527908	0.625896682	0.614259207	0.625778833	0.689771698	0.553114921	1.118201874	1.268585054	1.432345176	1.607773987	0.991710261	0.839925568	0.982798001	1.103038043	0.806628007	0.831735242	0.843309188	0.875695092
tr|Q2STU5|Q2STU5_BURTA	Carboxymethylenebutenolidase OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I3160 PE=4 SV=1	0.360636813	0.541000265	0.372646701	0.35897573	0.862787274	0.506456375	0.630676904	0.857502678	1.868672534	1.133774774	0.943767905	1.217808065	1.346057194	1.540055096	1.602295484	1.137293524	1.712642762	1.008461596	1.159423224	1.803266199
tr|Q2STU7|Q2STU7_BURTA	"Amino acid ABC transporter, periplasmic amino acid-binding protein, putative OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I3158 PE=4 SV=1"	0	0.977142144	0.901569227	0.964160599	0.899532504	1.450498298	0	1.148478431	1.087398414	0.458292418	0.837774266	0.184427794	0.311431556	1.269807237	1.254525737	0.21435612	1.352011164	0.514819153	0.435980338	0.584932698
tr|Q2STV0|Q2STV0_BURTA	H-NS histone family protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I3155 PE=4 SV=1	0.75403664	1.200031487	0.860707119	1.093532131	0.893210695	0.721350703	0.613688425	0.902949895	0.715526335	0.327309514	0.798636692	0.247216605	0.948047443	1.048461947	1.063530501	1.020377971	1.167666944	0.905703594	1.062716948	1.086984187
tr|Q2STV4|Q2STV4_BURTA	Metallo-beta-lactamase family protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I3151 PE=4 SV=1	1.590481122	2.200421164	1.453670139	0	1.071925228	1.186689341	1.281919513	3.610408459	1.39958971	1.283650067	1.243688068	1.067908999	0.812334912	1.637819728	0.646463003	0.913062972	0.922446936	0.60512284	0.591183002	1.372047078
tr|Q2STV9|Q2STV9_BURTA	BON domain protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I3146 PE=4 SV=1	0.707977971	0.364694378	0.504901487	0.63081528	0.638304564	0.468441211	0.589333304	0.535076688	1.192476321	0.99514119	2.17045997	0.790804115	1.112034854	1.162037613	1.239897993	1.284803593	1.33071769	1.064720931	0.889593783	1.352868149
tr|Q2STW8|Q2STW8_BURTA	AAA ATPase domain protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I3136 PE=4 SV=1	0.683459699	2.475547091	0.928578711	1.805524144	2.467321524	1.903576813	1.278417412	3.559123457	2.383352576	0.722718291	4.891078351	0.858808488	1.030375061	1.208415824	1.706611322	0.662449694	1.087650121	0.874795602	1.054348116	1.196946592
tr|Q2STY2|Q2STY2_BURTA	"2-hydroxy-3-oxopropionate reductase, putative OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I3122 PE=4 SV=1"	0.452892351	0.542854678	0.402665816	0.660807738	0.572974052	0.487721297	0.573460608	0.38610441	0.975088051	0.801172787	1.005386615	0.808981947	1.110964719	1.38217599	1.057581869	1.030881345	0.869343623	1.014986564	1.247603237	1.532456555
tr|Q2STZ0|Q2STZ0_BURTA	N-acetyl-gamma-glutamyl-phosphate reductase OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=argC PE=3 SV=1	1.006719341	1.132443008	1.03564116	0.446764856	1.48744693	1.138546207	1.467912223	1.531828669	1.236527999	1.178674256	0.955435452	0.956144499	1.161505112	1.258203736	1.254388305	1.094335683	1.397880557	1.027249119	1.091003222	1.487893149
tr|Q2STZ3|Q2STZ3_BURTA	Orotate phosphoribosyltransferase OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=pyrE PE=3 SV=1	1.413162399	1.33304232	1.203462233	1.244898912	1.235495675	1.295812273	1.210814893	1.055022644	1.411618797	1.138629924	0.725033494	1.857708687	0.70532002	0.73959355	1.04762013	0.820132956	0.71557531	0.809387756	0.716469288	0.856960185
tr|Q2STZ4|Q2STZ4_BURTA	NADP-dependent malic enzyme OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=maeB PE=3 SV=1	1.643394155	1.266855423	1.80547042	1.471597268	0.979651199	1.428340646	1.667218944	1.051965967	0.687074438	1.038214135	0.866021898	0.980349393	0.939794289	0.521295445	0.487464639	0.939223703	0.387714048	0.919460337	1.120152876	0.526559705
tr|Q2STZ8|Q2STZ8_BURTA	4-hydroxyphenylpyruvate dioxygenase OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=hppD PE=4 SV=1	0.369045819	0.34408098	0.280623292	0.245304516	1.836398564	2.276376144	2.424625388	1.697997838	1.779755454	2.156747209	1.649158527	2.05341414	2.079211287	1.921353075	1.631813222	2.063827165	1.064377786	1.213800694	1.267297787	1.222998711
tr|Q2SU01|Q2SU01_BURTA	"Bacterial regulatory s, tetR family protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I3103 PE=4 SV=1"	0.706080172	0.732112682	0.706676173	0.512679099	0.90011309	0.855390821	0.821178042	0.931397033	1.116329204	0.824559409	0.937953808	0.794453735	0.738872064	1.12311014	0.989412293	0.775405386	0.880796869	0.782510947	0.708642489	1.104853122
tr|Q2SU03|Q2SU03_BURTA	2Fe-2S iron-sulfur cluster binding domain protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=paaK PE=4 SV=1	0.617133064	0.652603179	0.5786646	0.426676239	1.500805501	1.454359792	1.950439463	1.697716198	2.770652936	3.584557202	2.329763827	4.301144737	1.99308468	1.913312967	1.843001694	2.259925767	1.494671493	1.719110391	1.769651259	1.599046872
tr|Q2SU05|Q2SU05_BURTA	"Phenylacetate-CoA oxygenase, PaaI subunit OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=paaI PE=4 SV=1"	0.691421019	0.62670051	0.597294717	0.47280872	1.966134859	1.919820372	2.953883249	2.530235279	4.644724898	4.98791848	3.373787612	4.737611178	1.872272825	1.897834482	1.800825677	1.836738368	1.236358709	1.415475489	0.975947331	1.205403395
tr|Q2SU07|Q2SU07_BURTA	"Phenylacetate-CoA oxygenase, PaaG subunit OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=paaG PE=4 SV=1"	0.782836665	0.579319654	0.905908107	0.099633976	2.070579247	2.504117534	3.321321648	2.233207726	5.17818401	5.216229669	3.984762512	5.697705835	2.003966465	1.588403147	1.622295638	1.755060733	0.88359662	0.913617045	1.372925977	0.705948172
tr|Q2SU14|Q2SU14_BURTA	Transcription termination/antitermination protein NusG OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=nusG PE=3 SV=1	1.803961807	1.605166032	1.803539759	2.023578373	1.783928634	1.19167011	1.135979326	1.407286189	1.08230282	1.156837091	0.952825651	0.967132153	0.984300063	1.172862648	1.248652745	1.037152787	1.17863053	1.110111209	0.934849026	1.320527821
tr|Q2SU56|Q2SU56_BURTA	Cytochrome C biogenesis transmembrane region family protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I3039 PE=4 SV=1	0.288691922	0.41234629	0.676295228	0.233456475	1.210831454	0.601284948	0.753165818	1.492478866	1.966625275	1.198697495	2.042448076	1.02070269	1.156418041	1.910021624	1.466872728	1.324699013	1.722840377	1.350029735	1.312352769	1.444840619
tr|Q2SU64|Q2SU64_BURTA	Diaminopimelate decarboxylase OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=lysA PE=3 SV=1	1.203842883	1.586682138	1.125135778	1.102285323	1.460366043	1.021975728	1.033836476	1.515030313	1.150674327	0.808010526	0.877189368	0.730201423	0.811144327	1.06374756	0.970585157	0.792558256	0.913376313	0.754732575	0.755121473	1.142923896
tr|Q2SU73|Q2SU73_BURTA	Deoxyguanosinetriphosphate triphosphohydrolase-like protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=dgt PE=3 SV=1	0.513301367	1.082344707	0.748648323	0.41256854	1.16412947	1.067102419	0.812011649	1.544482433	1.738099641	0.850785175	0.882291921	1.138272491	1.145825115	1.408478044	1.570895002	1.078011244	1.620074492	1.037647652	1.187835679	1.704162436
tr|Q2SU74|Q2SU74_BURTA	Bacterial extracellular solute-binding family protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I3021 PE=4 SV=1	0.254060968	0.363203571	0.255443778	0.244473892	0.759965341	0.751531898	0.94916156	0.794862576	1.401672875	1.270459168	1.563100561	1.275036211	1.414234629	1.537129081	1.508911362	1.364186422	1.673177637	1.483128971	1.45936357	1.646696657
tr|Q2SU78|Q2SU78_BURTA	Glycerophosphoryl diester phosphodiesterase OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=ugpQ PE=4 SV=1	0.665947471	1.043843265	0.825311091	0.922706907	1.042767374	0.839898947	1.10656104	1.102709896	1.281925216	1.84927976	0.829199189	1.354808781	1.460818435	1.003521901	1.178931598	1.29530449	1.073456896	1.446193871	1.371507296	1.132912093
tr|Q2SU80|Q2SU80_BURTA	Transposase IS200 like family protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I3015 PE=4 SV=1	0.293270492	0.189439093	0.145623353	0.172496081	0.359549041	0.28142285	0.293077139	0.311603584	1.239017056	1.285432222	1.375774971	1.33195573	2.056964489	2.178314996	2.529854801	2.119355649	3.285863712	2.715681861	2.443611088	3.420158438
tr|Q2SU82|Q2SU82_BURTA	"Glutamate synthase, NADH/NADPH, small subunit domain protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=gltD PE=4 SV=1"	0.731111523	0.809869524	0.857035324	0.699886329	0.681877557	0.66810181	0.728050916	0.772493984	0.512340484	0.442105525	0.425197459	0.36443941	0.375383933	0.353774876	0.331683097	0.32840275	0.312566266	0.294983775	0.34639861	0.298700467
tr|Q2SU95|Q2SU95_BURTA	Putative signal peptide protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I3000 PE=4 SV=1	1.507770382	0.677883925	1.352187575	0.905243686	0.593881409	1.101318619	1.305876977	0.60595351	0.576414874	1.009969081	0.850170978	1.006220513	1.032132534	0.597085136	0.608037305	1.06465413	0.677834432	1.244753704	1.206841265	0.682922042
tr|Q2SU99|Q2SU99_BURTA	BolA-like family protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I2996 PE=3 SV=1	1.247989776	1.24773822	1.397397902	0.489243927	1.270717288	1.649530896	1.489454415	1.0371458	1.258654529	1.419115913	1.163172431	1.295507762	1.119704204	0.813747597	0.664482617	1.30791786	0.633687655	1.230600004	1.322042166	0.628596727
tr|Q2SUA2|Q2SUA2_BURTA	Histidinol dehydrogenase OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=hisD PE=3 SV=1	1.250664956	1.157372157	1.327192624	0.950032855	0.999967527	1.101667454	1.037135922	0.942971664	0.843174503	0.768957706	0.852664022	0.812311569	0.863040626	0.775857978	0.806751068	0.861442747	0.717233769	0.791024303	0.7766739	0.740612119
tr|Q2SUA3|Q2SUA3_BURTA	Histidinol-phosphate aminotransferase OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=hisC-2 PE=3 SV=1	2.480817766	2.508607583	0.58680273	1.401571111	2.164065556	1.736324324	2.92557885	2.489383765	1.620697462	3.086868003	1.090509193	0.788584507	0.824583878	1.40942173	1.631718577	1.332420305	1.061154078	0.93521541	1.792962265	1.589467668
tr|Q2SUA6|Q2SUA6_BURTA	Imidazole glycerol phosphate synthase subunit HisH OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=hisH PE=3 SV=1	1.324010263	1.198944952	1.520310707	1.247450598	1.012008412	1.207583101	1.66005624	1.039389254	0.839788391	1.320624523	0.754382961	1.280924328	0.825501929	0.633433908	0.671146296	0.945589966	0.56292105	0.896016414	0.993164195	0.680524286
tr|Q2SUB2|Q2SUB2_BURTA	HIT domain protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I2983 PE=4 SV=1	0.588690386	0.874952652	0.620636126	0.625701444	0.679877004	0.668467048	0.780553935	0.854403692	0.821644306	0.951380986	1.064745678	1.114103517	0.850874302	0.705439225	0.689662236	0.869281392	0.766864165	0.915249885	0.880114024	0.665579689
tr|Q2SUC0|Q2SUC0_BURTA	Cytochrome C1 family protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I2975 PE=4 SV=1	0.324383538	0.820126188	0.223362205	0.840280942	1.290312689	0.735244983	0.689610088	1.435169992	1.361967213	2.388268713	1.292119356	2.711242718	2.588644969	1.685451166	1.55604187	2.681620204	1.289456265	2.636084752	2.799352985	0.967163087
tr|Q2SUC1|Q2SUC1_BURTA	Stringent starvation protein A OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I2974 PE=4 SV=1	1.463080507	1.335454317	1.698348935	1.599741299	1.091181181	1.215215863	1.145955017	1.183935932	0.772751701	0.816416195	0.585228127	0.710359247	0.734835486	0.679036793	0.661182658	0.699643851	0.674692702	0.7507073	0.76102628	0.742242945
tr|Q2SUC4|Q2SUC4_BURTA	"OmpA family protein, putative OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I2968 PE=4 SV=1"	0.82394983	0.522946123	0.654991499	0.514458536	1.138684795	1.330629952	1.307126036	1.113901771	1.369061922	1.786126504	1.508443602	1.282304609	1.934370954	1.627550002	1.654423888	2.247688661	1.500734561	1.968909608	2.356463969	1.444117053
tr|Q2SUC5|Q2SUC5_BURTA	Uncharacterized protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I2967 PE=4 SV=1	0.309492439	0.93117597	0.565328876	0.915453992	1.334821037	0.613435915	0.731099792	1.105206869	1.406542794	0.948415949	0.871965712	1.06732332	0.748579041	1.458268633	1.49772978	0.808818285	1.576469859	0.837338165	0.829021191	1.770209397
tr|Q2SUC7|Q2SUC7_BURTA	"Lipoprotein, putative OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I2965 PE=4 SV=1"	0.533849115	0.267039097	0.685132332	0.2398151	0.423389962	1.069083846	0.837735129	0.458836399	0.84422925	2.349410269	1.094014925	1.850463376	1.855735605	0.889533131	0.808934771	2.006562278	0.705837313	1.682993681	1.720701899	0.61208921
tr|Q2SUC8|Q2SUC8_BURTA	EvpA OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I2964 PE=4 SV=1	0.730486799	0.15401291	0.687455595	0.084302139	0.319739571	0.908045942	0.999702117	0.463339748	0.77659869	1.223736681	0.746710985	1.106363946	1.233145806	0.903959383	0.944739141	1.20451931	1.325174416	1.489974232	1.610551138	1.04594291
tr|Q2SUC9|Q2SUC9_BURTA	Uncharacterized protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I2963 PE=4 SV=1	0.670461642	0.816885047	0.760792026	0.44885375	1.086727804	0.931295524	1.041159167	1.010600103	1.674541229	0.872872718	0.822962851	0.820366614	0.795393801	1.503284581	1.571824205	0.874641049	1.985644746	1.099417529	1.176116913	1.837346064
tr|Q2SUD0|Q2SUD0_BURTA	"Type VI secretion system effector, Hcp1 family protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I2962 PE=4 SV=1"	0.540614824	0.832963201	0.541357839	0.965007489	0.872313911	0.862800608	0.921984366	0.713372199	1.378192719	0.85463365	1.430649522	1.04598918	1.522701463	1.858372453	1.732558562	1.679044131	2.142915982	2.175181918	2.048356063	2.507434867
tr|Q2SUD4|Q2SUD4_BURTA	ClpA/B type protease OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=clpV PE=4 SV=1	0.540315709	0.67903515	0.654167864	0.809522649	1.044568353	1.016078238	0.923033259	0.924024703	0.972550156	0.705454798	0.926950988	0.664572374	1.426350049	1.392406965	1.53560687	1.441513667	1.424333937	1.511551135	1.525341447	1.485232625
tr|Q2SUD6|Q2SUD6_BURTA	OmpA domain protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I2956 PE=3 SV=1	1.457989043	0.762326479	0.876987009	0.848843599	0.925269216	0.781303369	0.763039891	0.86232284	1.621095498	1.247917219	1.682312986	1.096406438	1.289400716	1.71738437	1.742736201	1.192629274	1.962684891	1.284192145	1.485219486	1.713116064
tr|Q2SUD7|Q2SUD7_BURTA	Uncharacterized protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I2955 PE=4 SV=1	1.292851775	0.551735471	1.33903803	0.724597725	0.742298498	1.379563384	1.472353026	0.663155566	0.909625627	1.232621657	1.008426442	2.53836479	1.884924105	0.868677258	1.064090449	2.307323688	0.932704607	1.749382482	1.814220301	0.99256448
tr|Q2SUD8|Q2SUD8_BURTA	ImcF-related family OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I2954 PE=4 SV=1	0.553091944	0.582349477	0.478411745	0.627940762	0.839095339	0.630397291	0.662744761	0.857732758	1.433103494	1.306434116	1.36089488	1.146163363	1.160275891	1.765030268	1.575652632	1.194498264	1.530181868	1.34136765	1.116174275	1.857585367
tr|Q2SUF0|Q2SUF0_BURTA	Methyltransferase domain protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I2942 PE=4 SV=1	1.54721534	0.905137343	1.192239955	8.031584668	0	1.448085264	1.152152609	0	0.597676358	0.732748925	2.836312359	0.515655691	0.721941089	0	0.775324294	0.540420704	0	0.682209511	0.638380337	2.921089896
tr|Q2SUF4|Q2SUF4_BURTA	Nitroreductase family protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I2938 PE=4 SV=1	0.511375177	0.24042033	0.468826503	0.314149203	0.274047416	0.910692641	0.807500301	0.265460222	0.867773082	0.964614922	0.953251955	0.810445164	1.334159735	1.067775111	0.675434792	0.826486426	0.292617847	0.601453636	1.118648389	1.028657729
tr|Q2SUF6|Q2SUF6_BURTA	'Cold-shock' DNA-binding domain protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I2936 PE=4 SV=1	4.286908412	3.434353878	4.370142184	2.829072174	2.228223519	2.841593352	2.731911836	2.265546609	0.732417106	0.592327918	0.741768787	0.600646403	0.495009272	0.498864233	0.304471499	0.569074756	0.185567972	0.44605091	0.457596483	0.362194631
tr|Q2SUF7|Q2SUF7_BURTA	Amino acid permease family protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I2935 PE=4 SV=1	0.866896023	0.923518662	1.761900478	1.353499672	1.097411375	1.581888396	2.831082208	1.191607268	1.037221614	2.619666092	1.146324001	3.958255239	1.721553477	0.88654032	0.855315498	1.552219946	0.771081848	2.269413962	1.9958908	0.863543055
tr|Q2SUG0|Q2SUG0_BURTA	Glutaredoxin OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=grxD PE=3 SV=1	1.023536245	0.577803089	0.829514572	0.861699405	0.655811577	1.053536519	1.066250037	0.553842254	0.753530911	0.90273537	1.012936172	1.324109023	0.750496506	0.558279	0.589874055	0.755845213	0.517214617	0.755541613	0.714369875	0.546138655
tr|Q2SUG5|Q2SUG5_BURTA	Metallopeptidase M24 family protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I2927 PE=4 SV=1	1.313841438	1.287915146	1.295585613	1.215453168	1.191980935	1.140257128	1.119633003	1.221750538	0.915900547	0.855255651	0.772503609	0.771462256	0.870639691	0.894267344	1.059489149	0.846056998	1.055586562	0.986737841	1.007699427	1.03016537
tr|Q2SUG8|Q2SUG8_BURTA	"ABC transporter, ATP-binding protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=ccmA PE=4 SV=1"	1.820088971	1.68584553	1.804557055	1.787520529	1.391221702	1.237531433	1.106715987	1.159498972	0.869753633	0.603743027	0.774240774	0.53574151	0.944934463	0.89448939	0.975512426	0.927422994	0.72861347	0.905802937	0.879143404	0.889164043
tr|Q2SUH2|Q2SUH2_BURTA	Ribosome-binding ATPase YchF OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=ychF PE=3 SV=1	1.509858244	1.706388674	1.709112597	1.67778948	1.242397575	1.299699264	1.270216991	1.256587104	0.867383991	0.964840328	0.881838843	0.921931889	0.87554342	0.623931364	0.668804466	0.812027426	0.582437444	0.93946689	1.006321485	0.697962061
tr|Q2SUH3|Q2SUH3_BURTA	Uncharacterized protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I2919 PE=4 SV=1	0.482488528	0.368339042	0.260023621	0	0.881069671	0.549833008	0.672008231	0.730204203	1.231879468	1.36388034	0.858638745	0.908991168	0.986885865	1.288520445	1.303101205	1.202243269	1.486084793	1.122352239	1.218258275	1.664480416
